date,datetime,SPOSTMIN,SACTMIN
07/01/2018,2018-07-01 19:09:00,115,
07/01/2018,2018-07-01 19:16:00,115,
07/01/2018,2018-07-01 19:23:00,125,
07/01/2018,2018-07-01 19:29:00,135,
07/01/2018,2018-07-01 19:37:00,135,
07/01/2018,2018-07-01 19:44:00,135,
07/01/2018,2018-07-01 17:56:00,,113
07/01/2018,2018-07-01 19:51:00,145,
07/01/2018,2018-07-01 19:54:00,150,
07/01/2018,2018-07-01 19:58:00,145,
07/01/2018,2018-07-01 20:02:00,145,
07/01/2018,2018-07-01 20:09:00,180,
07/01/2018,2018-07-01 20:16:00,195,
07/01/2018,2018-07-01 20:23:00,195,
07/01/2018,2018-07-01 20:29:00,210,
07/01/2018,2018-07-01 20:37:00,210,
07/01/2018,2018-07-01 20:38:00,210,
07/01/2018,2018-07-01 20:44:00,210,
07/01/2018,2018-07-01 20:51:00,210,
07/01/2018,2018-07-01 20:58:00,210,
07/01/2018,2018-07-01 20:59:00,210,
07/01/2018,2018-07-01 21:02:00,210,
07/01/2018,2018-07-01 21:09:00,210,
07/01/2018,2018-07-01 21:16:00,210,
07/01/2018,2018-07-01 21:23:00,210,
07/01/2018,2018-07-01 21:28:00,210,
07/01/2018,2018-07-01 21:29:00,210,
07/01/2018,2018-07-01 21:37:00,210,
07/01/2018,2018-07-01 21:44:00,135,
07/01/2018,2018-07-01 21:51:00,135,
07/01/2018,2018-07-01 20:38:00,,75
07/01/2018,2018-07-01 21:02:00,,55
07/01/2018,2018-07-01 21:58:00,135,
07/01/2018,2018-07-01 22:02:00,135,
07/01/2018,2018-07-01 22:03:00,135,
07/01/2018,2018-07-01 22:09:00,135,
07/01/2018,2018-07-01 22:16:00,135,
07/01/2018,2018-07-01 22:23:00,135,
07/01/2018,2018-07-01 22:29:00,135,
07/01/2018,2018-07-01 22:37:00,-999,
07/01/2018,2018-07-01 22:05:00,,33
07/01/2018,2018-07-01 22:44:00,-999,
07/01/2018,2018-07-01 22:51:00,-999,
07/01/2018,2018-07-01 22:58:00,-999,
07/01/2018,2018-07-01 23:02:00,-999,
07/01/2018,2018-07-01 23:09:00,-999,
07/02/2018,2018-07-02 06:16:00,-999,
07/02/2018,2018-07-02 06:23:00,-999,
07/02/2018,2018-07-02 06:29:00,-999,
07/02/2018,2018-07-02 06:37:00,-999,
07/02/2018,2018-07-02 06:44:00,-999,
07/02/2018,2018-07-02 06:51:00,5,
07/02/2018,2018-07-02 06:58:00,55,
07/02/2018,2018-07-02 07:02:00,90,
07/02/2018,2018-07-02 07:09:00,120,
07/02/2018,2018-07-02 07:11:00,120,
07/02/2018,2018-07-02 07:16:00,120,
07/02/2018,2018-07-02 07:23:00,140,
07/02/2018,2018-07-02 06:57:00,,26
07/02/2018,2018-07-02 07:25:00,140,
07/02/2018,2018-07-02 07:29:00,140,
07/02/2018,2018-07-02 07:37:00,125,
07/02/2018,2018-07-02 07:04:00,,34
07/02/2018,2018-07-02 07:44:00,140,
07/02/2018,2018-07-02 07:51:00,140,
07/02/2018,2018-07-02 07:58:00,140,
07/02/2018,2018-07-02 08:02:00,140,
07/02/2018,2018-07-02 08:09:00,140,
07/02/2018,2018-07-02 08:16:00,155,
07/02/2018,2018-07-02 08:23:00,140,
07/02/2018,2018-07-02 08:29:00,140,
07/02/2018,2018-07-02 08:37:00,140,
07/02/2018,2018-07-02 08:44:00,120,
07/02/2018,2018-07-02 08:51:00,130,
07/02/2018,2018-07-02 08:58:00,130,
07/02/2018,2018-07-02 09:02:00,130,
07/02/2018,2018-07-02 09:09:00,120,
07/02/2018,2018-07-02 09:16:00,120,
07/02/2018,2018-07-02 09:23:00,120,
07/02/2018,2018-07-02 09:29:00,120,
07/02/2018,2018-07-02 09:37:00,120,
07/02/2018,2018-07-02 09:44:00,120,
07/02/2018,2018-07-02 09:51:00,120,
07/02/2018,2018-07-02 09:58:00,120,
07/02/2018,2018-07-02 10:02:00,120,
07/02/2018,2018-07-02 10:09:00,120,
07/02/2018,2018-07-02 10:16:00,120,
07/02/2018,2018-07-02 10:23:00,120,
07/02/2018,2018-07-02 10:29:00,120,
07/02/2018,2018-07-02 10:37:00,120,
07/02/2018,2018-07-02 10:44:00,120,
07/02/2018,2018-07-02 10:51:00,95,
07/02/2018,2018-07-02 10:58:00,95,
07/02/2018,2018-07-02 11:02:00,95,
07/02/2018,2018-07-02 11:09:00,95,
07/02/2018,2018-07-02 11:16:00,95,
07/02/2018,2018-07-02 11:23:00,95,
07/02/2018,2018-07-02 11:29:00,95,
07/02/2018,2018-07-02 11:37:00,95,
07/02/2018,2018-07-02 11:44:00,95,
07/02/2018,2018-07-02 11:51:00,105,
07/02/2018,2018-07-02 11:58:00,105,
07/02/2018,2018-07-02 12:02:00,105,
07/02/2018,2018-07-02 12:09:00,105,
07/02/2018,2018-07-02 12:16:00,105,
07/02/2018,2018-07-02 12:23:00,120,
07/02/2018,2018-07-02 12:29:00,120,
07/02/2018,2018-07-02 12:37:00,120,
07/02/2018,2018-07-02 12:44:00,120,
07/02/2018,2018-07-02 12:51:00,105,
07/02/2018,2018-07-02 12:58:00,105,
07/02/2018,2018-07-02 13:02:00,105,
07/02/2018,2018-07-02 13:09:00,110,
07/02/2018,2018-07-02 13:16:00,110,
07/02/2018,2018-07-02 13:18:00,110,
07/02/2018,2018-07-02 13:23:00,110,
07/02/2018,2018-07-02 13:29:00,110,
07/02/2018,2018-07-02 13:37:00,110,
07/02/2018,2018-07-02 13:44:00,110,
